"col_id","col_name","name"
347,"Pennington County Northern Black Hills","Montana"
347,"Pennington County Northern Black Hills","South Dakota"
348,"Dewey County East Basin (south)","South Dakota"
348,"Dewey County East Basin (south)","North Dakota"
349,"Talladega Slate Belt, Alabama","Alabama"
350,"Northern Georgia Piedmont","Alabama"
350,"Northern Georgia Piedmont","Georgia"
351,"Georgia Blue Ridge","Tennessee"
351,"Georgia Blue Ridge","North Carolina"
351,"Georgia Blue Ridge","Georgia"
352,"Great Smoky Mountains South of and Above Greenbriar Fault","North Carolina"
352,"Great Smoky Mountains South of and Above Greenbriar Fault","Georgia"
352,"Great Smoky Mountains South of and Above Greenbriar Fault","South Carolina"
352,"Great Smoky Mountains South of and Above Greenbriar Fault","Tennessee"
353,"Great Smoky Mountains, North of and Below Greenbriar Fault","South Carolina"
353,"Great Smoky Mountains, North of and Below Greenbriar Fault","Tennessee"
353,"Great Smoky Mountains, North of and Below Greenbriar Fault","North Carolina"
354,"Grandfather Mountain Window, North Carolina","North Carolina"
354,"Grandfather Mountain Window, North Carolina","Virginia"
355,"Blue Ridge Thrust Sheet North and West of Grandfather Mountain Window, Nort","North Carolina"
355,"Blue Ridge Thrust Sheet North and West of Grandfather Mountain Window, Nort","South Carolina"
356,"Blue Ridge Anticlinorium, Virginia-maryland","West Virginia"
356,"Blue Ridge Anticlinorium, Virginia-maryland","Virginia"
356,"Blue Ridge Anticlinorium, Virginia-maryland","Maryland"
357,"Western Maryland Piedmont and Frederick Valley","Pennsylvania"
357,"Western Maryland Piedmont and Frederick Valley","West Virginia"
357,"Western Maryland Piedmont and Frederick Valley","Maryland"
357,"Western Maryland Piedmont and Frederick Valley","Virginia"
358,"York - Lancaster Valley and Mine Ridge Area, Pennsylvania","Maryland"
358,"York - Lancaster Valley and Mine Ridge Area, Pennsylvania","Pennsylvania"
359,"Delaware Valley - Pennsylvania - New Jersey","Pennsylvania"
359,"Delaware Valley - Pennsylvania - New Jersey","New Jersey"
360,"Pine Mountain Window, Alabama - Georgia","Alabama"
360,"Pine Mountain Window, Alabama - Georgia","Georgia"
361,"Southern Alabama Piedmont","Alabama"
361,"Southern Alabama Piedmont","Georgia"
362,"Middle, Georgia Piedmont","Georgia"
363,"Atlanta Area, Georgia","Georgia"
364,"Central and Western South Carolina Slate Belt","Georgia"
364,"Central and Western South Carolina Slate Belt","North Carolina"
364,"Central and Western South Carolina Slate Belt","South Carolina"
365,"North Carolina Slate Belt","North Carolina"
365,"North Carolina Slate Belt","South Carolina"
366,"Piedmont and Eastern Blue Ridge, Central and Southern Virginia","North Carolina"
366,"Piedmont and Eastern Blue Ridge, Central and Southern Virginia","Virginia"
367,"Northern and Central Virginia Piedmont","Virginia"
368,"Eastern Maryland Piedmont","Maryland"
368,"Eastern Maryland Piedmont","Pennsylvania"
369,"Western Vermont","New York"
369,"Western Vermont","Vermont"
370,"Taconic Mountains Autochthonous Strata","New York"
370,"Taconic Mountains Autochthonous Strata","Vermont"
371,"Lower Hudson Valley","New York"
371,"Lower Hudson Valley","Connecticut"
371,"Lower Hudson Valley","New Jersey"
625,"Hayesville","New Brunswick"
372,"Western Massachusetts West Side - Berkshire Anticlinorium","Connecticut"
372,"Western Massachusetts West Side - Berkshire Anticlinorium","Vermont"
372,"Western Massachusetts West Side - Berkshire Anticlinorium","Massachusetts"
372,"Western Massachusetts West Side - Berkshire Anticlinorium","New York"
373,"Northwestern Vermont","New York"
373,"Northwestern Vermont","Vermont"
373,"Northwestern Vermont","Quebec"
374,"Southwestern Connecticut","New York"
374,"Southwestern Connecticut","Connecticut"
375,"Central Connecticut","Connecticut"
375,"Central Connecticut","Massachusetts"
376,"West Limb - Connecticut Valley Synclinorium West Central Massachusetts","Massachusetts"
376,"West Limb - Connecticut Valley Synclinorium West Central Massachusetts","Vermont"
376,"West Limb - Connecticut Valley Synclinorium West Central Massachusetts","New Hampshire"
377,"Central Vermont","Vermont"
378,"Northwestern New Hampshire","New Hampshire"
378,"Northwestern New Hampshire","Vermont"
378,"Northwestern New Hampshire","Quebec"
378,"Northwestern New Hampshire","Maine"
379,"Bronson Hill Anticlinorium, Massachusetts","Connecticut"
379,"Bronson Hill Anticlinorium, Massachusetts","Massachusetts"
379,"Bronson Hill Anticlinorium, Massachusetts","New Hampshire"
380,"Western New Hampshire","Vermont"
380,"Western New Hampshire","New Hampshire"
381,"West - Central Maine","Maine"
382,"North - Central Maine","Quebec"
382,"North - Central Maine","Maine"
383,"Northeastern Maine","New Brunswick"
383,"Northeastern Maine","Maine"
384,"South - Central New Hampshire","Vermont"
384,"South - Central New Hampshire","New Hampshire"
385,"Southern Maine","Massachusetts"
385,"Southern Maine","New Hampshire"
385,"Southern Maine","Maine"
386,"South - Central Maine","Maine"
387,"Southeastern Connecticut","New York"
387,"Southeastern Connecticut","Rhode Island"
387,"Southeastern Connecticut","Connecticut"
388,"Merrimack Synclinorium - Milford Anticline East Central Massachusetts","Connecticut"
388,"Merrimack Synclinorium - Milford Anticline East Central Massachusetts","Massachusetts"
388,"Merrimack Synclinorium - Milford Anticline East Central Massachusetts","Rhode Island"
388,"Merrimack Synclinorium - Milford Anticline East Central Massachusetts","New Hampshire"
389,"Eastern Maine","New Brunswick"
389,"Eastern Maine","Maine"
390,"Rhode Island","Connecticut"
390,"Rhode Island","Rhode Island"
390,"Rhode Island","Massachusetts"
390,"Rhode Island","New York"
391,"Boston Area","Massachusetts"
391,"Boston Area","Rhode Island"
391,"Boston Area","New Hampshire"
392,"East - Central Maine","Maine"
393,"Seward Peninsula","Alaska"
394,"Porcupine River","Alaska"
395,"West Charley River","Alaska"
396,"East Charley River","Alaska"
396,"East Charley River","Yukon"
397,"Yukon River Ot White Mountain","Alaska"
398,"White Mountain to Chena River","Alaska"
399,"Chena River to Shaw Creek Fault","Alaska"
400,"Shaw Creek Fault to Yukon Border","Yukon"
400,"Shaw Creek Fault to Yukon Border","Alaska"
401,"Togiak","Alaska"
402,"Alaska Peninsula, False Pass to Chignik","Alaska"
403,"Alaska Peninsula, Chignik to Wide Bay","Alaska"
404,"Alaska Peninsula, Wide Bay to Cape Douglas","Alaska"
405,"Cook Inlet","Alaska"
406,"Talkeetna Mountains","Alaska"
407,"Copper River","Alaska"
408,"Central Alaska Range South of Denali Fault, Wrangallia Terrane","Alaska"
409,"Central Alaska Range South of Denali Fault, Maclaren Terrane","Alaska"
410,"Northern Wrangell Mountains, Nebesna Quadrangle","Yukon"
410,"Northern Wrangell Mountains, Nebesna Quadrangle","Alaska"
411,"Southern Wrangell Mountains, Mccarthy Quadrangle","Alaska"
411,"Southern Wrangell Mountains, Mccarthy Quadrangle","Yukon"
412,"Chugach Mountains, North of Border Ranges Fault","Alaska"
413,"Chugach Mountains South of Border Ranges Fault","Alaska"
414,"Kodiak Island","Alaska"
415,"Prince William Sound and Middleton Island","Alaska"
416,"Katalla District","Alaska"
417,"Kayak Island","Alaska"
418,"Yakataga District","Alaska"
419,"Malaspina District","Yukon"
419,"Malaspina District","Alaska"
420,"Yakutat District","British Columbia"
420,"Yakutat District","Alaska"
420,"Yakutat District","Yukon"
421,"Lituya District","British Columbia"
421,"Lituya District","Alaska"
422,"Glacier Bay - Chilkat Ridge, Southeast Alaska","Alaska"
422,"Glacier Bay - Chilkat Ridge, Southeast Alaska","British Columbia"
422,"Glacier Bay - Chilkat Ridge, Southeast Alaska","Yukon"
423,"Northeastern Chilkat Range, Southeast Alaska","British Columbia"
423,"Northeastern Chilkat Range, Southeast Alaska","Alaska"
424,"Kuiu - Kupreanof Island, Southeast Alaska","Alaska"
425,"West-central Prince of Wales Island Craig Area, Southeast Alaska","Alaska"
426,"Southern Prince of Wales Island Hydaburg Area Southeast Alaska","British Columbia"
426,"Southern Prince of Wales Island Hydaburg Area Southeast Alaska","Alaska"
427,"Norhtern Peninsula - Nw Michigan","Michigan"
427,"Norhtern Peninsula - Nw Michigan","Wisconsin"
427,"Norhtern Peninsula - Nw Michigan","Ontario"
428,"Southern Peninsula - N. Michigan","Michigan"
429,"Southern Peninsula - Central Michigan","Michigan"
430,"Southern Peninsula - Sw Michigan","Illinois"
430,"Southern Peninsula - Sw Michigan","Michigan"
430,"Southern Peninsula - Sw Michigan","Wisconsin"
431,"Southern Peninsula - S.E. Michigan","Michigan"
431,"Southern Peninsula - S.E. Michigan","Ohio"
432,"Northern Arches to Illinois Basin - Northern and Western Illinois","Illinois"
432,"Northern Arches to Illinois Basin - Northern and Western Illinois","Iowa"
433,"Illinois Basin - Southwestern Illinois","Illinois"
433,"Illinois Basin - Southwestern Illinois","Missouri"
434,"Illinois Basin - Southeastern Illinois","Illinois"
435,"Illinois Basin - Eastern Illinois","Illinois"
435,"Illinois Basin - Eastern Illinois","Indiana"
436,"Illinois Basin - Southwestern Indiana","Illinois"
436,"Illinois Basin - Southwestern Indiana","Indiana"
437,"Illinois Basin - West-central to South-central Indiana","Indiana"
438,"Cincinnati and Kankakee Arches - Southeastern Indiana","Kentucky"
438,"Cincinnati and Kankakee Arches - Southeastern Indiana","Indiana"
438,"Cincinnati and Kankakee Arches - Southeastern Indiana","Ohio"
439,"Cincinnati and Kankakee Arches - Northwestern to East-central Indiana","Indiana"
439,"Cincinnati and Kankakee Arches - Northwestern to East-central Indiana","Illinois"
440,"Michigan Basin-findlay Arch - Northern Indiana","Indiana"
440,"Michigan Basin-findlay Arch - Northern Indiana","Illinois"
440,"Michigan Basin-findlay Arch - Northern Indiana","Michigan"
440,"Michigan Basin-findlay Arch - Northern Indiana","Ohio"
441,"Michigan Basin-finlay Arch - Northwestern Ohio","Michigan"
441,"Michigan Basin-finlay Arch - Northwestern Ohio","Ohio"
442,"Cincinnati Arch - Central-western Ohio","Indiana"
442,"Cincinnati Arch - Central-western Ohio","Ohio"
443,"Cincinnati Arch - Southwestern Ohio","Indiana"
443,"Cincinnati Arch - Southwestern Ohio","Ohio"
443,"Cincinnati Arch - Southwestern Ohio","Kentucky"
444,"Illinois Basin-western Kentucky - North of Rough Creek Fault","Kentucky"
444,"Illinois Basin-western Kentucky - North of Rough Creek Fault","Indiana"
445,"Illinois Basin-western Kentucky - South of Rough Creek Fault","Illinois"
445,"Illinois Basin-western Kentucky - South of Rough Creek Fault","Indiana"
445,"Illinois Basin-western Kentucky - South of Rough Creek Fault","Kentucky"
446,"Illinois Basin-western Kentucky - South of Pennyrile Fault","Kentucky"
446,"Illinois Basin-western Kentucky - South of Pennyrile Fault","Tennessee"
447,"Cumberland Saddle - South Central Kentucky","Tennessee"
447,"Cumberland Saddle - South Central Kentucky","Kentucky"
448,"Jessamine Dome-cincinnati Arch West Flank - West Central Kentucky","Indiana"
448,"Jessamine Dome-cincinnati Arch West Flank - West Central Kentucky","Kentucky"
449,"Jessamine Dome-cincinnati Arch Central - Central Kentucky","Kentucky"
449,"Jessamine Dome-cincinnati Arch Central - Central Kentucky","Indiana"
449,"Jessamine Dome-cincinnati Arch Central - Central Kentucky","Ohio"
450,"Jessamine Dome-cincinnati Arch East Flank - East Central Kentucky","Kentucky"
451,"Nashville Dome Area - West Central Kentucky","Kentucky"
451,"Nashville Dome Area - West Central Kentucky","Tennessee"
452,"Nashville Dome Area - Central Tennessee","Tennessee"
452,"Nashville Dome Area - Central Tennessee","Kentucky"
453,"Nashville Dome Area - East Central Tennessee","Tennessee"
454,"Nashville Dome Area - Northwestern Alabama","Alabama"
454,"Nashville Dome Area - Northwestern Alabama","Tennessee"
455,"Northwestern Nevada, Humboldt and Washoe Counties","California"
455,"Northwestern Nevada, Humboldt and Washoe Counties","Nevada"
455,"Northwestern Nevada, Humboldt and Washoe Counties","Oregon"
456,"Winnemucca-battle Mountain Area, Nevada","Nevada"
456,"Winnemucca-battle Mountain Area, Nevada","Oregon"
457,"Reno Area, Nevada","Nevada"
457,"Reno Area, Nevada","California"
458,"Central and Northern Esmeralda County and Southeastern Mineral County, Neva","Nevada"
459,"Inyo and White Mountains, California","California"
459,"Inyo and White Mountains, California","Nevada"
460,"Milligan-wood River-copper Basin Allochthons Central Idaho","Idaho"
461,"Mountain City, Nevada to Twin Falls, Idaho","Idaho"
461,"Mountain City, Nevada to Twin Falls, Idaho","Nevada"
461,"Mountain City, Nevada to Twin Falls, Idaho","Oregon"
462,"Elko Area, Nevada","Nevada"
463,"Eureka Area, Nevada","Nevada"
464,"Death Valley, California","California"
464,"Death Valley, California","Nevada"
465,"Ely Area, Nevada","Nevada"
466,"Pioche Area, Nevada","Nevada"
466,"Pioche Area, Nevada","Utah"
467,"Northwest Las Vegas, Basin Area, Sheep, Las Vegas, and Arrow Canyon","Nevada"
467,"Northwest Las Vegas, Basin Area, Sheep, Las Vegas, and Arrow Canyon","California"
468,"Las Vegas Shelf Area, Nevada (Frenchman, Muddy, Mormon, and Virgin Mtns)","Nevada"
468,"Las Vegas Shelf Area, Nevada (Frenchman, Muddy, Mormon, and Virgin Mtns)","Arizona"
469,"Albion Range, Idaho - Raft River Range, Utah","Nevada"
469,"Albion Range, Idaho - Raft River Range, Utah","Utah"
469,"Albion Range, Idaho - Raft River Range, Utah","Idaho"
470,"Lakeside, Grassy, Newfoundland, Terrace, and Hogup Ranges, Utah","Nevada"
470,"Lakeside, Grassy, Newfoundland, Terrace, and Hogup Ranges, Utah","Utah"
471,"Deep Creek Mountains, Utah","Nevada"
471,"Deep Creek Mountains, Utah","Utah"
472,"Needle and Northern Wah Wah Ranges, Utah","Nevada"
472,"Needle and Northern Wah Wah Ranges, Utah","Utah"
473,"Star Range and Mineral Mountains, Utah","Utah"
474,"Confusion and House Ranges, Utah","Nevada"
474,"Confusion and House Ranges, Utah","Utah"
475,"Fish Springs, Thomas, Keg, and Drum Mountains, Utah","Nevada"
475,"Fish Springs, Thomas, Keg, and Drum Mountains, Utah","Utah"
476,"Pocatello - Preston Area, Southeastern Idaho","Utah"
476,"Pocatello - Preston Area, Southeastern Idaho","Idaho"
477,"Northern Wasatch Allochthon, Utah","Utah"
477,"Northern Wasatch Allochthon, Utah","Idaho"
478,"East Tintic Mountains, Utah","Utah"
479,"Canyon and Pavant Ranges, Utah","Utah"
480,"Oquirrh Mountains,  Utah","Utah"
481,"Central Wasatch Autochthon, Utah","Wyoming"
481,"Central Wasatch Autochthon, Utah","Utah"
482,"Southern Wasatch Allochthon, Utah","Utah"
483,"Marysvale Area, Utah","Utah"
484,"Southwestern Utah","Nevada"
484,"Southwestern Utah","Utah"
484,"Southwestern Utah","Arizona"
485,"Uinta Mountains, Utah","Utah"
485,"Uinta Mountains, Utah","Colorado"
485,"Uinta Mountains, Utah","Wyoming"
486,"Absaroka and Washakie Ranges","Wyoming"
487,"Yellowstone Volcanic Area","Wyoming"
487,"Yellowstone Volcanic Area","Idaho"
487,"Yellowstone Volcanic Area","Montana"
488,"Estancia Basin","New Mexico"
489,"San Juan Basin","Colorado"
489,"San Juan Basin","New Mexico"
490,"Black Mesa Basin","New Mexico"
490,"Black Mesa Basin","Utah"
490,"Black Mesa Basin","Arizona"
491,"Plateau Province","Utah"
491,"Plateau Province","Arizona"
492,"Sierra Grande Uplift","New Mexico"
492,"Sierra Grande Uplift","Oklahoma"
492,"Sierra Grande Uplift","Colorado"
492,"Sierra Grande Uplift","Texas"
493,"Las Vegas - Raton Basin","New Mexico"
493,"Las Vegas - Raton Basin","Colorado"
494,"San Juan Mountain Uplift","Colorado"
494,"San Juan Mountain Uplift","New Mexico"
495,"Paradox Basin","Colorado"
495,"Paradox Basin","New Mexico"
495,"Paradox Basin","Utah"
495,"Paradox Basin","Arizona"
496,"South Park Basin","Colorado"
497,"Eastern Denver Basin","Nebraska"
497,"Eastern Denver Basin","Colorado"
498,"Western Denver Basin","Wyoming"
498,"Western Denver Basin","Nebraska"
498,"Western Denver Basin","Colorado"
499,"Eagle Basin","Colorado"
500,"Piceance Basin","Colorado"
501,"Eastern Unita Basin","Utah"
501,"Eastern Unita Basin","Colorado"
502,"Western Uinta Basin","Utah"
503,"Hanna and Laramie Basins","Colorado"
503,"Hanna and Laramie Basins","Wyoming"
504,"Rocks Springs Uplift","Colorado"
504,"Rocks Springs Uplift","Wyoming"
505,"Green River Basin","Wyoming"
506,"Great Divide and Washakie Basins","Colorado"
506,"Great Divide and Washakie Basins","Wyoming"
507,"Thrust Belt and Fossil Basin","Utah"
507,"Thrust Belt and Fossil Basin","Wyoming"
507,"Thrust Belt and Fossil Basin","Idaho"
508,"Laramie Mountains","South Dakota"
508,"Laramie Mountains","Nebraska"
508,"Laramie Mountains","Wyoming"
509,"Granite Mountains Uplift and Shirley Basin","Wyoming"
510,"Wind River Range and Wind River Basin","Wyoming"
511,"Teton and Gros Ventre Ranges","Wyoming"
511,"Teton and Gros Ventre Ranges","Idaho"
512,"Black Hills","South Dakota"
512,"Black Hills","Montana"
512,"Black Hills","Wyoming"
513,"Bighorn Mountains","Wyoming"
513,"Bighorn Mountains","Montana"
514,"Owl Creek Mountains","Wyoming"
515,"Bighorn Basin","Wyoming"
515,"Bighorn Basin","Montana"
516,"Maverick Basin","Nuevo León"
516,"Maverick Basin","Coahuila de Zaragoza"
516,"Maverick Basin","Texas"
516,"Maverick Basin","Tamaulipas"
517,"South Texas","Nuevo León"
517,"South Texas","Tamaulipas"
517,"South Texas","Texas"
518,"Southeast Texas","Texas"
518,"Southeast Texas","Louisiana"
519,"San Marcos Arch","Texas"
520,"East Basin Texas (east)","Texas"
521,"East Texas Basin (east)","Oklahoma"
521,"East Texas Basin (east)","Arkansas"
521,"East Texas Basin (east)","Louisiana"
521,"East Texas Basin (east)","Texas"
522,"Sabine Uplift Northwest Louisiana East Texas","Louisiana"
522,"Sabine Uplift Northwest Louisiana East Texas","Texas"
523,"North Louisiana Syncline Northwest Louisiana Southwest Arkansas","Louisiana"
523,"North Louisiana Syncline Northwest Louisiana Southwest Arkansas","Arkansas"
524,"Monroe Uplift Northeast Louisiana Southeast Arkansas West Central Mississip","Louisiana"
524,"Monroe Uplift Northeast Louisiana Southeast Arkansas West Central Mississip","Mississippi"
524,"Monroe Uplift Northeast Louisiana Southeast Arkansas West Central Mississip","Arkansas"
525,"Toledo Bend Flexure Central Louisiana","Louisiana"
525,"Toledo Bend Flexure Central Louisiana","Mississippi"
526,"Gulf Coast Basin South Louisiana","Mississippi"
526,"Gulf Coast Basin South Louisiana","Louisiana"
527,"Central Mississippi Uplift and Southern Flank Newton County, Mississippi","Mississippi"
528,"Mississippi Salt Basin Wayne County, Mississippi","Alabama"
528,"Mississippi Salt Basin Wayne County, Mississippi","Louisiana"
528,"Mississippi Salt Basin Wayne County, Mississippi","Mississippi"
529,"Wiggins Arch Jackson County, Mississippi","Mississippi"
529,"Wiggins Arch Jackson County, Mississippi","Alabama"
529,"Wiggins Arch Jackson County, Mississippi","Louisiana"
530,"Composite Outcrop Section, Southwest Alabama","Mississippi"
530,"Composite Outcrop Section, Southwest Alabama","Alabama"
531,"Mobile County Alabama","Mississippi"
531,"Mobile County Alabama","Alabama"
531,"Mobile County Alabama","Florida"
532,"Mobile Bay Alabama","Alabama"
532,"Mobile Bay Alabama","Florida"
533,"Covington County Alabama","Alabama"
533,"Covington County Alabama","Florida"
534,"Barbour County Alabama","Alabama"
534,"Barbour County Alabama","Georgia"
535,"Houston County Alabama","Alabama"
535,"Houston County Alabama","Florida"
535,"Houston County Alabama","Georgia"
536,"Western Coastal Plain, Georgia","Georgia"
536,"Western Coastal Plain, Georgia","Alabama"
537,"Gulf Trough","Georgia"
537,"Gulf Trough","Florida"
538,"Southwestern Georgia Coastal Plain and Eastern Panhandle of Florida","Georgia"
538,"Southwestern Georgia Coastal Plain and Eastern Panhandle of Florida","Florida"
539,"Southeastern Georgia Coastal Plain and Northeastern Florida","Florida"
539,"Southeastern Georgia Coastal Plain and Northeastern Florida","Georgia"
540,"Altamaha River Area","Georgia"
541,"Lower Savannah River Area","Georgia"
541,"Lower Savannah River Area","South Carolina"
542,"Upper Coastal Plain, Central Georgia","Georgia"
543,"Western Panhandle of Florida","Alabama"
543,"Western Panhandle of Florida","Florida"
544,"Central Panhandle of Florida","Alabama"
544,"Central Panhandle of Florida","Florida"
545,"Central Peninsular Florida","Florida"
546,"Southern Florida","Florida"
547,"Western Santa Clara County","California"
548,"Petaluma - Santa Rosa","California"
549,"Point Arena","California"
550,"Ben Lomond","California"
551,"La Honda","California"
552,"Pigeon Point","California"
553,"Pilarcitos","California"
554,"Point Reyes","California"
555,"Indians Ranch","California"
556,"Indian and Shell Creeks, La Panza Range","California"
557,"Santa Margarita / Atascadero","California"
558,"Carmel Valley","California"
559,"San Juan Bautista","California"
560,"Bolado Park","California"
561,"Vallecitos / Panoche Hills","California"
562,"Priest Valley - Coalinga","California"
563,"North Kettleman Hills","California"
564,"Orchard Peak","California"
565,"Avenal - Devil","California"
566,"Lost Hills - Belridge","California"
567,"Cymric - Railroad Gap","California"
568,"Elk Hills","California"
569,"Midway - Sunset","California"
570,"Wheeler Ridge","California"
571,"Tejon","California"
572,"Edison / Mountain View","California"
573,"Bakersfield Arch","California"
574,"Trico","California"
575,"Helm/Riverdale","California"
576,"Southern Hudson Bay","Ontario"
577,"Northern Hudson Bay","Nunavut"
580,"Paleozoic Outliers: Clearwater Lake","Quebec"
582,"Bruce Peninsula","Michigan"
582,"Bruce Peninsula","Ontario"
588,"Northern Avalon Peninsula","Newfoundland and Labrador"
589,"Bonavista Bay","Newfoundland and Labrador"
592,"Sutton Mountians","Vermont"
592,"Sutton Mountians","Quebec"
593,"Memphremagog Lake","Vermont"
593,"Memphremagog Lake","Quebec"
594,"Sherbrooke","Quebec"
594,"Sherbrooke","Vermont"
597,"Montmagny-Thetford Mines","Quebec"
597,"Montmagny-Thetford Mines","Maine"
598,"Lake Aylmer-Gould","Quebec"
599,"Stoney Lake, Newfoundland","Newfoundland and Labrador"
600,"Springdale, Newfoundland","Newfoundland and Labrador"
601,"Burlington Peninsula","Newfoundland and Labrador"
602,"West Side White Bay","Newfoundland and Labrador"
603,"Canada Bay - Coastal Lowlands","Newfoundland and Labrador"
604,"Hare Bay - Long Range Mtns","Quebec"
604,"Hare Bay - Long Range Mtns","Newfoundland and Labrador"
605,"Hawke Bay  Port Au Choix","Quebec"
605,"Hawke Bay  Port Au Choix","Newfoundland and Labrador"
606,"St. Marys Bay","Newfoundland and Labrador"
607,"southwestern Burin Peninsula","Newfoundland and Labrador"
607,"southwestern Burin Peninsula","Miquelon-Langlade"
607,"southwestern Burin Peninsula","Saint-Pierre"
608,"Lake St. John","Quebec"
609,"Temiscouata","New Brunswick"
609,"Temiscouata","Quebec"
609,"Temiscouata","Maine"
610,"Lake Matapedia","New Brunswick"
610,"Lake Matapedia","Quebec"
611,"Woodstock","Maine"
611,"Woodstock","New Brunswick"
612,"Lake Megantic","Maine"
612,"Lake Megantic","Quebec"
612,"Lake Megantic","New Hampshire"
613,"Northeastern Fortune Bay","Newfoundland and Labrador"
614,"Belle Bay","Newfoundland and Labrador"
615,"La Poile Bay-Bay DEspoir","Newfoundland and Labrador"
616,"Flat Bay","Newfoundland and Labrador"
618,"Humber Arm","Newfoundland and Labrador"
619,"Bonne Bay","Newfoundland and Labrador"
620,"Southeastern Cape Breton Island","Nova Scotia"
621,"Central and Northeastern Cape Breton Island","Nova Scotia"
622,"Western Cape Breton Island","Quebec"
622,"Western Cape Breton Island","Nova Scotia"
623,"Merigomish Antigonish","Prince Edward Island"
623,"Merigomish Antigonish","Nova Scotia"
626,"St. Andrews-Plesant Mt.","New Brunswick"
626,"St. Andrews-Plesant Mt.","Nova Scotia"
626,"St. Andrews-Plesant Mt.","Maine"
627,"Eastern Cobequid MTNS.","Nova Scotia"
627,"Eastern Cobequid MTNS.","Prince Edward Island"
628,"Northern Cobequid MTNS.","Prince Edward Island"
628,"Northern Cobequid MTNS.","New Brunswick"
628,"Northern Cobequid MTNS.","Nova Scotia"
629,"Chignecto Bay","New Brunswick"
629,"Chignecto Bay","Nova Scotia"
630,"Lower Saint John River","Nova Scotia"
630,"Lower Saint John River","New Brunswick"
631,"Western Novia Scotia","Nova Scotia"
632,"Southern Nova Scotia, Scotian Shelf","Nova Scotia"
634,"Forillon Peninsula","Quebec"
634,"Forillon Peninsula","New Brunswick"
635,"Mt. Albert","Quebec"
636,"East and Central Gaspe","Quebec"
637,"Moncton, N.B. Price Edward Island","Prince Edward Island"
637,"Moncton, N.B. Price Edward Island","New Brunswick"
638,"Sussex-Petitcodiac","New Brunswick"
638,"Sussex-Petitcodiac","Nova Scotia"
639,"Central and East New Brunswick","New Brunswick"
640,"Bay of Chaleur, Northern New Brunswick","New Brunswick"
640,"Bay of Chaleur, Northern New Brunswick","Quebec"
641,"Southern Gaspe","New Brunswick"
641,"Southern Gaspe","Quebec"
748,"Yellowknife","Northwest Territories"
749,"Tumi Lake","Northwest Territories"
750,"Baler, Indin Lakes","Northwest Territories"
751,"Arseno, Mesa, Grant Lakes","Nunavut"
751,"Arseno, Mesa, Grant Lakes","Northwest Territories"
752,"Port Radium to Artic Coast","Nunavut"
752,"Port Radium to Artic Coast","Northwest Territories"
753,"Point Lake to Coppermine","Nunavut"
753,"Point Lake to Coppermine","Northwest Territories"
754,"Contwoyto Lake to Kent Peninsula","Nunavut"
754,"Contwoyto Lake to Kent Peninsula","Northwest Territories"
755,"Victoria Island","Nunavut"
755,"Victoria Island","Northwest Territories"
756,"East Arm Great Slave Lake","Northwest Territories"
756,"East Arm Great Slave Lake","Nunavut"
757,"Thelon River, Baker Lake","Nunavut"
758,"Back River, Chantrey Inlet","Nunavut"
759,"Boothia Peninsula","Nunavut"
760,"Wager Bay","Nunavut"
761,"Henik Lake","Nunavut"
761,"Henik Lake","Manitoba"
762,"Snowbird Lake","Nunavut"
762,"Snowbird Lake","Northwest Territories"
762,"Snowbird Lake","Saskatchewan"
762,"Snowbird Lake","Manitoba"
763,"Nonacho Great Slave Lake","Nunavut"
763,"Nonacho Great Slave Lake","Northwest Territories"
764,"Uranium City","Northwest Territories"
764,"Uranium City","Alberta"
764,"Uranium City","Saskatchewan"
765,"Amisk, Wildnest Lakes","Saskatchewan"
766,"Flin-Flon","Saskatchewan"
766,"Flin-Flon","Manitoba"
767,"Lynn Lake, Granville Lake","Saskatchewan"
767,"Lynn Lake, Granville Lake","Manitoba"
768,"Thompson, Moak Lake","Manitoba"
769,"Cape Smith, Wakham Bay","Nunavut"
769,"Cape Smith, Wakham Bay","Quebec"
770,"Schefferville","Nunavut"
770,"Schefferville","Quebec"
770,"Schefferville","Newfoundland and Labrador"
771,"Richmond Gulf","Nunavut"
771,"Richmond Gulf","Quebec"
772,"Belcher Islands","Nunavut"
772,"Belcher Islands","Quebec"
773,"Southern Baffin Island","Nunavut"
773,"Southern Baffin Island","Quebec"
774,"Northern Baffin Island","Nunavut"
775,"Cross, Gods Lakes","Manitoba"
776,"Island Lake","Manitoba"
776,"Island Lake","Ontario"
777,"Rice Lake-Lac Du Bonnet","Manitoba"
777,"Rice Lake-Lac Du Bonnet","Ontario"
778,"Birch, Uchi Lakes","Ontario"
779,"Lake of the Woods","Ontario"
779,"Lake of the Woods","Manitoba"
779,"Lake of the Woods","Minnesota"
780,"Rainy River","Minnesota"
780,"Rainy River","Ontario"
781,"Rainy River, EMO","Ontario"
781,"Rainy River, EMO","Minnesota"
782,"Steep Rock","Michigan"
782,"Steep Rock","Ontario"
783,"Port Arthur","Minnesota"
783,"Port Arthur","Michigan"
783,"Port Arthur","Ontario"
784,"Kapuskasing","Ontario"
785,"Porcupine","Ontario"
786,"Kirkland","Ontario"
786,"Kirkland","Quebec"
787,"Noranda","Ontario"
787,"Noranda","Quebec"
788,"Malartic","Quebec"
789,"Chibougamau","Quebec"
790,"Fort George, Eastmain Rivers","Nunavut"
790,"Fort George, Eastmain Rivers","Quebec"
791,"Sudbury","Ontario"
